"name","sex","dob","start","cyst","dod","stop","mom","dis"
"Tubby","F",0,12.7008898015058,15.5073009354324,15.895961670089,15.895961670089,"",0
"Tuk Tuk","F",0,4,NA,7.90953684690851,7.90953684690851,"Tripod",0
"Turbo","M",0,9.30880675336527,9.3964179785535,NA,9.53593429158111,"",0
"Twiggy","F",0,4,NA,NA,5.11430527036276,"Tea",0
"Two","M",0,13.990417522245,NA,16.4297284964636,16.4297284964636,"",0
"Tyson","M",0,10.0068446269678,NA,11.2525667351129,11.2525667351129,"",0
"Tywin","M",0,14.0342231348392,NA,NA,14.4532283823865,"",0
"Uggs","M",0,8.29009810631987,NA,NA,8.29557380789414,"",0
"Valerie","F",0,7.9233401779603,NA,NA,14.8199863107461,"",0
"Vampire","F",0,7.17043121149897,NA,NA,14.0670773442847,"",0
"Veronica","F",0,14.4833447410449,NA,15.9890485968515,15.9890485968515,"",0
"Vespa","F",0,14.795459730778,NA,18.9869952087611,18.9869952087611,"",0
"Vex","M",0,4,NA,NA,8.0684462696783,"Vye",0
"Vienna","F",0,4.31200091261693,NA,NA,8.79397672826831,"Valerie",0
"Viktor","M",0,4,NA,4.3010495094684,4.3010495094684,"Vampire",0
"Violet","F",0,5.18263746292494,NA,NA,10.861054072553,"Vye",0
"Viper","M",0,4,4.25199634953228,6.34097650011408,6.34097650011408,"Vespa",0
"Virga","F",0,4,NA,NA,4.13141683778234,"Violet",0
"Vivien","F",0,5.18263746292494,NA,NA,10.861054072553,"not any adult Vs",0
"Vixen","F",0,4,NA,NA,8.0684462696783,"",0
"Vodka","M",0,7.53445128907141,NA,NA,12.7583846680356,"",0
"Vye","F",0,10.0013689253936,NA,NA,16.8980150581793,"",0
"Wafer","F",0,5.08145106091718,NA,NA,7.47421857175451,"",0
"Waggle-dance","M",0,4,NA,NA,5.24036048368697,"Bee",0
"Waka Waka","M",0,8.98836413415469,NA,NA,10.4258498745152,"",0
"Walter","M",0,9.05395847592973,NA,11.4769564225416,11.4769564225416,"",0
"Wanda","F",0,13.5962810860141,NA,NA,15.9890485968515,"",0
"Wayne","M",0,8.29557380789414,NA,NA,12.4434177503993,"",1
"Webay","M",0,8.02726443075519,11.7535934291581,12.7912388774812,12.7912388774812,"",0
"Weevil","F",0,4.96646132785763,NA,NA,7.35922883869496,"",0
"Wendy","F",0,10.5983344741045,NA,NA,12.9911019849418,"",0
"Whale","M",0,10.9514031485284,NA,NA,13.1798996121378,"",1
"Wilma","F",0,13.5962810860141,NA,NA,15.9890485968515,"",0
"Woo","F",0,11.0088980150582,NA,NA,12.9911019849418,"#N/A",0
"Wudu","F",0,11.0143737166324,NA,NA,12.9911019849418,"#N/A",0
"Xavier","M",0,4,NA,NA,6.96235455167693,"Zamboni",0
"Yahoo","M",0,8.98836413415469,NA,NA,11.4498060689026,"",1
"Yellowman","M",0,7.39219712525667,12.2381930184805,NA,17.1362080766598,"",0
"Yideg","M",0,8.65719826602783,9.01848049281314,NA,10.5216746520648,"",0
"Yoshi","M",0,8.28736025553274,NA,NA,9.79876796714579,"",0
"Zaire","M",0,4,NA,NA,6.40942276979238,"Zimbaba",0
"Zamboni","F",0,15.8466803559206,NA,NA,24.5531599361168,"",0
"Zappa","M",0,7.79466119096509,NA,NA,15.479922427561,"",0
"Zara","F",0,5.65628564909879,NA,NA,10.1492128678987,"Zelda",0
"Zaybar","F",0,18.179215149441,NA,19.6768195300023,19.6768195300023,"",0
"Zebra","F",0,4.52851927903263,NA,NA,8.48471366643851,"Zoo",0
"Zee","F",0,4,NA,NA,11.5292037417294,"",0
"Zelda","F",0,11.2415012548483,11.2113848961898,12.9911019849418,12.9911019849418,"",0
"Zen","M",0,4,NA,NA,6.72153775952544,"Zion",0
"Zerbert","F",0,4,NA,NA,5.19381702030573,"Zamboni",0
"Zetena","M",0,7.88512434405658,NA,NA,13.7496007300935,"",1
"Zeus","M",0,7.88512434405658,15.4715947980835,NA,17.7057951174994,"",0
"Zilch","M",0,4,NA,NA,4.92003194159252,"Zamboni",0
"Zimbaba","F",0,18.8446269678303,NA,27.1375770020534,27.1375770020534,"",0
"Zion","F",0,10.2750399269906,NA,NA,18.9815195071869,"",0
"Zipadee","F",0,4.42972849646361,11.0691307323751,11.2772073921971,11.3838694957791,"Zion",0
"Zirzir","M",0,4,NA,NA,6.10814510609172,"Zee",0
"Zoe","F",0,4,NA,NA,6.23146246862879,"Zoo",0
"Zoo","F",0,6.04506046087155,NA,NA,14.7515400410678,"Zimbaba",0
"Zorro","M",0,4,NA,NA,8.7393337896418,"Zaybar",0
"Zoudu","M",0,4,NA,NA,6.2232489162674,"Zion",0
